element_a,element_b,result,sources
relic,shrine,ancient technology,clones
relic,snake,ouroboros,clones
relic,space,omni igniter,clones
relic,speed,mask of mischief,clones
relic,spirit,ancient ark,clones
relic,strength,quadforce,clones
relic,sun,celestial trees,clones
relic,superhero,thor,clones
relic,sweets,sugar skull,clones
relic,sword,lich blade,clones
relic,the chosen one,horn of man,clones
relic,time,ancient scrolls,clones
relic,toy,ball companion,clones
relic,tree,hesperide's tree,clones
relic,trident,mind jewel,clones
relic,turkey day,plymouth rock,clones
relic,turtle,world turtle,clones
relic,undead,necrocomicon,clones
relic,underground,worship stones,clones
relic,underwater,conch shell of doom,clones
relic,vampire,vampire killer,clones
relic,vehicle,omni igniter,clones
relic,void,the magic dresser,clones
relic,war,the magic dresser,clones
relic,water,elemental stones,clones
relic,wealth,pirate booty,clones
relic,weapon,vampire killer,clones
relic,werewolf,silver bullet,clones
relic,wind,elemental stones,clones
relic,wings,da vinci flyer,clones
relic,wintertide,ice explorers,clones
relic,wizard,death's gift,clones
relic,wizarding school,death's gift,clones
relic,wolf,silver bullet,clones
religion,sin,heresy,clones
religion,wizard,priest,clones
repeat,repeat,loop,infinite-craft
reptile,reptile,dino park,clones
reptile,robot,general viper,clones
reptile,royal game,dragon mother,clones
reptile,royalty,turtle king,clones
reptile,sci-fi,dino park,clones
reptile,science,general viper,clones
reptile,shrine,shrinemasons,clones
reptile,sidekick,dino companion,clones
reptile,snake,serpent cultist,clones
reptile,space,alien reptile,clones
reptile,speed,black mamba,clones
reptile,spirit,spectral dragon,clones
reptile,strength,gorezilla,clones
reptile,sun,ember,clones
reptile,superhero,turtle warrior,clones
reptile,sweets,gummy worm,clones
reptile,sword,turtle warrior,clones
reptile,the chosen one,ember,clones
reptile,time,hungry crocodile,clones
reptile,toy,snakes in a can,clones
reptile,tree,chameleon,clones
reptile,trident,naga queen,clones
reptile,turkey day,turkeyzilla,clones
reptile,undead,zombiesaur,clones
reptile,underground,tarrasque,clones
reptile,underwater,turtle,clones
reptile,vampire,serpent cultist,clones
reptile,vehicle,lizard rider,clones
reptile,villain,alien reptile,clones
reptile,void,death adder shadow,clones
reptile,war,war turtle,clones
reptile,water,bubbles,clones
reptile,water serpent,naga queen,clones
reptile,wealth,smug,clones
reptile,weapon,turtle warrior,clones
reptile,wind,death adder shadow,clones
reptile,wings,snakes on a jet,clones
reptile,wintertide,cute carolers,clones
reptile,wizard,the snake lord,clones
reptile,wizarding school,basilisk,clones
reptiles,sand,dinosaurs,clones
reptiles,swamp,snakes,clones
reptiles,viruses,infected animal,clones
reptiles,water,crocodiles,clones
resin,straw,torch,clones
resin,straw,torch (alchemy classic),clones
resin,water,amber,clones
ribbon,war,saint george's ribbon,clones
ribbon,woman,bow,clones
ribbon,woman,bow (alchemy 1000),clones
riddle,word,crossword,clones
ring,sport,olympiad,clones
ring,volcano,the one ring,little-alchemy
riot,software,league of legends,infinite-craft
river,science,motion,little-alchemy
river,scythe,grim reaper,little-alchemy
river,small,stream,little-alchemy
river,steel,bridge,little-alchemy
river,sunglasses,swim goggles,little-alchemy
river,tool,wheel,little-alchemy
river,wall,dam,little-alchemy
river,willy wonka,chocolate,little-alchemy
river,wood,boat,little-alchemy
river,wood,bridge,little-alchemy
road,skin,shoes,clones
road,train,railroad,clones
road,treasures,maze,clones
road,water,bridge,clones
robot,rodent,bionic chinchilla,clones
robot,royalty,robot king,clones
robot,sailor,cyborg,little-alchemy
robot,sci-fi,transformobot,clones
robot,science,cyborg,clones
robot,seaplane,drone,little-alchemy
robot,shrine,ancient technology,clones
robot,sidekick,astro droid,clones
robot,snake,general viper,clones
robot,space,transformobot,clones
robot,speed,robo ninja,clones
robot,star wars,r2-d2,clones
robot,star wars,r2d2,clones
robot,strength,metal golem,clones
robot,sun,death ray,clones
robot,superhero,transformobot,clones
robot,swiss army knife,r2-d2,clones
robot,sword,robo ninja,clones
robot,telephone,android os,clones
robot,the chosen one,transformobot,clones
robot,thread,sewing machine,little-alchemy
robot,time,d-3000,clones
robot,toy,robotic toy,clones
robot,trident,robot devil,clones
robot,turkey day,robot turkey,clones
robot,turtle,snapping turtle,clones
robot,underground,golden construct,clones
robot,underwater,laser shark,clones
robot,vacuum cleaner,robot vacuum,little-alchemy
robot,vacuum cleaner,roomba,little-alchemy
robot,vehicle,transformobot,clones
robot,villain,alphatron,clones
robot,war,d-3000,clones
robot,water,hydrabot,clones
robot,water serpent,hydrabot,clones
robot,wealth,golden construct,clones
robot,weapon,jaeger,clones
robot,werewolf,k-9000,clones
robot,wings,robot turkey,clones
robot,wintertide,ornamental pickle,clones
robot,wizard,magicianbot,clones
robot,wolf,cyberwolf,clones
robot,yardman,wall-e,clones
robot/rocket,void,satellite,clones
rock,rock,boulder,little-alchemy
rock,roll,music,infinite-craft
rock,sand,sandstone,little-alchemy
rock,skeleton,fossil,little-alchemy
rock,small,pebble,little-alchemy
rock,snow,snowball,little-alchemy
rock,solar system,meteoroid,little-alchemy
rock,space,meteoroid,little-alchemy
rock,steel,blade,little-alchemy
rock,stone,boulder,little-alchemy
rock,sun,meteoroid,little-alchemy
rock,super mario,bowser,infinite-craft
rock,tool,hammer,little-alchemy
rock,vegetable,juice,little-alchemy
rock,wheat,flour,little-alchemy
rock,wind,sand,little-alchemy
rock,wood,tool,little-alchemy
rocket,void,satellite,clones
rocket,wall,hangar,little-alchemy
rocket,water,sea launch,clones
rocket,weapon,missile,clones
rodent,royalty,candy king chin,clones
rodent,sci-fi,chin trooper,clones
rodent,science,genius and insane,clones
rodent,shrine,evomon,clones
rodent,sidekick,rat chef,clones
rodent,space,chin trooper,clones
rodent,speed,swift the chin,clones
rodent,spirit,rat reaper,clones
rodent,stone,marmots,clones
rodent,strength,mouse hero,clones
rodent,sun,the mole king,clones
rodent,superhero,mouse hero,clones
rodent,sweets,candy king chin,clones
rodent,sword,ninchilla,clones
rodent,the chosen one,pikamon,clones
rodent,time,groundhog,clones
rodent,toy,stuffed plushie,clones
rodent,tree,beaver,clones
rodent,trees,squirrels,clones
rodent,trident,poisonous porcupine,clones
rodent,turkey day,pilgrim chin,clones
rodent,turtle,sensei rat,clones
rodent,undead,zombie chipmunk,clones
rodent,underground,groundhog,clones
rodent,underwater,chin cousteau,clones
rodent,vampire,vampchilla,clones
rodent,villain,genius and insane,clones
rodent,viruses,infected animal,clones
rodent,void,pied piper,clones
rodent,war,chinchilla knight,clones
rodent,water,beaver,clones
rodent,water serpent,beaver,clones
rodent,weapon,poisonous porcupine,clones
rodent,wind,flying squirrel,clones
rodent,wings,flying squirrel,clones
rodent,wintertide,chudolph the braindeer,clones
rodent,wizard,wiz's apprentice,clones
rodent,wizarding school,transmutation,clones
rodent,wood,beavers,clones
roe,salt,caviar,little-alchemy
roof,rooster,windvane,clones
rooster,sparrow,woodpecker,clones
rooster,turkey,goose,clones
rope,sea,net,clones
rope,sea,net (alchemy 1000),clones
rope,sheep,lasso,little-alchemy
rope,steel,chain,little-alchemy
rope,steel,wire,little-alchemy
rope,stick,bow,clones
rope,stick,bow (doodle god),clones
rope,stick,bow and fishing rod,clones
rope,swordfish,net,little-alchemy
rope,timber,seesaw,clones
rope,vegetable oil,wick,clones
rope,water,hose,clones
rope,wild boar,lasso,little-alchemy
rope,wood,bow,little-alchemy
rope,wood,raft,clones
rope,wood,raft (doodle god),clones
rope,wood,rope ladder,clones
rope ladder,wood,wooden ladder,clones
rose,steam,perfume,little-alchemy
rose,water,perfume,little-alchemy
royal game,royalty,northern king,clones
royal game,science,head scholar,clones
royal game,shrine,the deranged king,clones
royal game,sidekick,king killer,clones
royal game,sleep,ice zombie king,clones
royal game,snake,poisonous prince,clones
royal game,space,meteorite sword,clones
royal game,speed,poisonous prince,clones
royal game,strength,cranky knight,clones
royal game,sun,meteorite sword,clones
royal game,sword,meteorite sword,clones
royal game,the chosen one,northern king,clones
royal game,time,four eyed raven,clones
royal game,tree,forestfolk,clones
royal game,trident,ice zombie king,clones
royal game,turkey day,harvest,clones
royal game,undead,wight,clones
royal game,underground,dragon fire,clones
royal game,underwater,crazy pirate king,clones
royal game,vehicle,dragon mother,clones
royal game,villain,ice zombie king,clones
royal game,void,ice zombie king,clones
royal game,war,fat king,clones
royal game,water,lady revenant,clones
royal game,water serpent,crazy pirate king,clones
royal game,wealth,king killer,clones
royal game,weapon,meteorite sword,clones
royal game,werewolf,wolf battering ram,clones
royal game,wind,ice zombie king,clones
royal game,wings,dragon mother,clones
royal game,wintertide,horn of winter,clones
royal game,wizard,blue witch,clones
royal game,wizarding school,head scholar,clones
royal game,wolf,dire wolf,clones
royalty,royalty,outlandish royalty,clones
royalty,sci-fi,rebel space princess,clones
royalty,science,robot king,clones
royalty,shrine,majestic miko,clones
royalty,sleep,sleeping princess,clones
royalty,snake,poisonous prince,clones
royalty,space,rebel space princess,clones
royalty,strength,thor,clones
royalty,sun,rapunzel,clones
royalty,superhero,panther hero,clones
royalty,sweets,candy princess,clones
royalty,sword,excalibur,clones
royalty,the chosen one,swarm queen,clones
royalty,time,persian royalty,clones
royalty,toy,princess,clones
royalty,trident,mermaid king,clones
royalty,turkey day,turkey,clones
royalty,turtle,turtle king,clones
royalty,undead,the bone king,clones
royalty,underground,the mole king,clones
royalty,underwater,mermaid king,clones
royalty,vampire,vampire queen,clones
royalty,vehicle,pumpkin carriage,clones
royalty,villain,evil queen,clones
royalty,void,swarm queen,clones
royalty,war,the bone king,clones
royalty,water,mermaid king,clones
royalty,water serpent,dragon princess,clones
royalty,wealth,king midas,clones
royalty,weapon,sword prince,clones
royalty,werewolf,lycan king,clones
royalty,wind,wraith,clones
royalty,wings,queen bee,clones
royalty,wintertide,ice king,clones
royalty,wizard,ice king,clones
royalty,wizarding school,half-blood professor,clones
royalty,wolf,northern king,clones
rubber,tube,hose,clones
rubber,wheel,tire,infinite-craft
ruins,science,archeologist,little-alchemy
ruminants,trees,giraffes,clones
russia,war,ussr,clones
rust,rust,iron,infinite-craft
rv,wall,garage,little-alchemy
safe,skyscraper,bank,little-alchemy
safe,tool,toolbox,little-alchemy
safe,wheat,silo,little-alchemy
safe,word,code,clones
sail,wind,sailboat,infinite-craft
sailboat,sickness,seasickness,little-alchemy
sailboat,steam engine,steamboat,little-alchemy
sailboat,tool,rope,little-alchemy
sailboat,wild animal,rat,little-alchemy
sailing raft,sea,calm,clones
sailor,sailor,idea,little-alchemy
sailor,sword,pirate,little-alchemy
sailor,treasure map,treasure,little-alchemy
salad,stick,canapé,clones
salt,water,salt water,clones
saltpeter,sulfur,gunpowder,clones
saltpetre,sulfur,gun powder,clones
saltpetre,sulfur,gunpowder,clones
sand,sand,desert,clones;infinite-craft;little-alchemy
sand,sea,beach,little-alchemy
sand,shells,pearl,clones
sand,shrimps,crabs,clones
sand,spider,scorpion,little-alchemy
sand,spiders,scorpions,clones
sand,steel,gold,little-alchemy
sand,stone,sandstone,little-alchemy
sand,storm,sand storm,clones
sand,storm,sandstorm,little-alchemy
sand,sugar,fun dip,little-alchemy
sand,sun,beach,clones
sand,swamp,clay,clones
sand,swamp,clay (alchemy classic),clones
sand,swamp,clay (doodle god),clones
sand,swamp,clay (zed's alchemy),clones
sand,swamp,quicksand,little-alchemy
sand,time,hourglass,little-alchemy
sand,tornado,sandstorm,little-alchemy
sand,tree,cactus,little-alchemy
sand,tree,palm,clones;little-alchemy
sand,tree,palm tree,clones
sand,tree,palmtree,clones
sand,vulture,desert,little-alchemy
sand,water,beach,clones;infinite-craft;little-alchemy
sand,water,clay,clones
sand,water,clay (doodle god),clones
sand,wave,beach,little-alchemy
sand,wild animal,scorpion,little-alchemy
sand,wind,dune,little-alchemy
sand,wind,sand storm,clones
sand,worm,snake,clones
sand,worms,sandworms,clones
sandglass,sundial,time,clones
sandstorm,wind turbine,electricity,little-alchemy
santa,sugar,candy cane,little-alchemy
santa,wild animal,reindeer,little-alchemy
santa,wool,christmas stocking,little-alchemy
santa,wrapping paper,gift,little-alchemy
sap,sugar,maple syrup,little-alchemy
sauna,tree,broom,clones
sauna,water,pool,clones
sci-fi,sci-fi,sharkstorm,clones
sci-fi,science,dark matter,clones
sci-fi,shrine,ancient technology,clones
sci-fi,sidekick,hairy smuggler,clones
sci-fi,sleep,hacker hero,clones
sci-fi,snake,grabbers,clones
sci-fi,space,alien,clones
sci-fi,speed,hacker hero,clones
sci-fi,spirit,invisible dude,clones
sci-fi,strength,death ray,clones
sci-fi,sun,death ray,clones
sci-fi,superhero,hacker hero,clones
sci-fi,sweets,fluff puff,clones
sci-fi,sword,laser sword,clones
sci-fi,the chosen one,hacker hero,clones
sci-fi,time,time machine,clones
sci-fi,toy,robotic toy,clones
sci-fi,tree,killer plant,clones
sci-fi,trident,robot devil,clones
sci-fi,turkey day,robot turkey,clones
sci-fi,turtle,primeval turtle,clones
sci-fi,undead,space zombie,clones
sci-fi,underground,grabbers,clones
sci-fi,underwater,atlantis,clones
sci-fi,vampire,crying angel,clones
sci-fi,vehicle,time machine,clones
sci-fi,villain,dark space lord,clones
sci-fi,void,wormhole,clones
sci-fi,war,battle prodigy,clones
sci-fi,water,the ooze,clones
sci-fi,water serpent,xenomorph,clones
sci-fi,wealth,alien mob boss,clones
sci-fi,weapon,death ray,clones
sci-fi,werewolf,dr. savage,clones
sci-fi,wind,sharkstorm,clones
sci-fi,wings,space moth,clones
sci-fi,wintertide,ornamental pickle,clones
sci-fi,wizard,dr. what,clones
sci-fi,wolf,werewolf,clones
science,science,idea,little-alchemy
science,sea,current,little-alchemy
science,shrine,chemistry set,clones
science,sidekick,flux inventor,clones
science,sleep,cryosleep,clones
science,snake,general viper,clones
science,space,einstein,clones
science,speed,lightspeed,clones
science,spirit,ghost trapper,clones
science,star,plasma,little-alchemy
